Series Name,"Series Code","Country Name","Country Code","2019 [YR2019]"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cameroon","CMR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Canada","CAN","98"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cayman Islands","CYM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Central African Republic","CAF","40.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Chad","TCD","47.2"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Channel Islands","CHI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Chile","CHL","99.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","China","CHN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Colombia","COL","98.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Comoros","COM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Congo, Dem. Rep.","COD",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Congo, Rep.","COG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Costa Rica","CRI","99"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cote d'Ivoire","CIV",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Croatia","HRV","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cuba","CUB","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Curacao","CUW",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cyprus","CYP","99.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Czechia","CZE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Denmark","DNK",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Djibouti","DJI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Dominica","DMA","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Dominican Republic","DOM","99.2"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Ecuador","ECU","97.2"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Egypt, Arab Rep.","EGY",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","El Salvador","SLV",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Equatorial Guinea","GNQ",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Eritrea","ERI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Estonia","EST","99.7"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Ethiopia","ETH","49.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Faroe Islands","FRO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Fiji","FJI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Finland","FIN","99.5"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","France","FRA","97.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","French Polynesia","PYF",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Gabon","GAB",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Gambia, The","GMB",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Georgia","GEO","99.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Germany","DEU","96.2"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Ghana","GHA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Gibraltar","GIB",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Greece","GRC",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Greenland","GRL",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Grenada","GRD",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Guam","GUM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Guatemala","GTM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Guinea","GIN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Guinea-Bissau","GNB","53.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Guyana","GUY","95"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Haiti","HTI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Honduras","HND","94.1"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Hong Kong SAR, China","HKG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Hungary","HUN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Iceland","ISL","98.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","India","IND",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Indonesia","IDN","94.7"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Iran, Islamic Rep.","IRN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Iraq","IRQ",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Ireland","IRL",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Isle of Man","IMN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Israel","ISR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Italy","ITA","99.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Jamaica","JAM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Japan","JPN","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Jordan","JOR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Kazakhstan","KAZ",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Kenya","KEN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Kiribati","KIR","91.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Korea, Dem. People's Rep.","PRK",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Korea, Rep.","KOR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Kosovo","XKX",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Kuwait","KWT","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Kyrgyz Republic","KGZ",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Lao PDR","LAO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Latvia","LVA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Lebanon","LBN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Lesotho","LSO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Liberia","LBR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Libya","LBY",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Liechtenstein","LIE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Lithuania","LTU","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Luxembourg","LUX",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Macao SAR, China","MAC",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","North Macedonia","MKD","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Madagascar","MDG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Malawi","MWI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Malaysia","MYS","99.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Maldives","MDV",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Mali","MLI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Malta","MLT","99.7"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Marshall Islands","MHL",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Mauritania","MRT",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Mauritius","MUS","99.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Mexico","MEX",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Micronesia, Fed. Sts.","FSM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Moldova","MDA","99.7"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Monaco","MCO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Mongolia","MNG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Montenegro","MNE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Morocco","MAR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Mozambique","MOZ",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Myanmar","MMR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Namibia","NAM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Nauru","NRU",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Nepal","NPL","77.2"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Netherlands","NLD",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","New Caledonia","NCL",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","New Zealand","NZL","96.5"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Nicaragua","NIC",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Niger","NER",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Nigeria","NGA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Northern Mariana Islands","MNP",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Norway","NOR","99.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Oman","OMN","98.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Pakistan","PAK","73.7"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Palau","PLW","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Panama","PAN","95"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Papua New Guinea","PNG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Paraguay","PRY","92.2"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Peru","PER","94.4"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Philippines","PHL",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Poland","POL","99.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Portugal","PRT","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Puerto Rico","PRI",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Qatar","QAT","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Romania","ROU","91.5"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Russian Federation","RUS","99.7"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Rwanda","RWA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Samoa","WSM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","San Marino","SMR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Sao Tome and Principe","STP","96.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Saudi Arabia","SAU","94.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Senegal","SEN","74.5"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Serbia","SRB","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Seychelles","SYC","98.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Sierra Leone","SLE","86.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Singapore","SGP","99.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Sint Maarten (Dutch part)","SXM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Slovak Republic","SVK","98.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Slovenia","SVN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Solomon Islands","SLB",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Somalia","SOM","31.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","South Africa","ZAF",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","South Sudan","SSD",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Spain","ESP","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Sri Lanka","LKA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","St. Kitts and Nevis","KNA","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","St. Lucia","LCA","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","St. Martin (French part)","MAF",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","St. Vincent and the Grenadines","VCT",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Sudan","SDN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Suriname","SUR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Eswatini","SWZ",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Sweden","SWE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Switzerland","CHE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Syrian Arab Republic","SYR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Tajikistan","TJK",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Tanzania","TZA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Thailand","THA","99.1"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Timor-Leste","TLS",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Togo","TGO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Tonga","TON","98.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Trinidad and Tobago","TTO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Tunisia","TUN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Turkiye","TUR","97"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Turkmenistan","TKM","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Turks and Caicos Islands","TCA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Tuvalu","TUV",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Uganda","UGA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Ukraine","UKR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","United Arab Emirates","ARE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","United Kingdom","GBR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","United States","USA","99"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Uruguay","URY","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Uzbekistan","UZB","100"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Vanuatu","VUT",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Venezuela, RB","VEN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Viet Nam","VNM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Virgin Islands (U.S.)","VIR",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","West Bank and Gaza","PSE",".."
